"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,638782178951605;0,274509147659166;0,00225853786217399;0,00517681580457565;"3"
"knn";0,6227034556558;0,24168736129787;0,00549197093768744;0,0108795303025884;"5"
"knn";0,602105139720044;0,199373432053582;0,00240724832945721;0,00535807673002358;"10"
"knn";0,590966362181697;0,175541399851228;0,00560806053143543;0,0116531489361338;"20"
"knn";0,581571160579625;0,155073748353316;0,0038299528932153;0,00843790089888322;"30"
"knn";0,575694947775996;0,141671700000407;0,00220442295498028;0,00479363120021446;"50"
"knn";0,567817064479703;0,122823899742776;0,00192775239511243;0,00296024866645777;"100"
"knn";0,55935818308437;0,102336462816247;0,00203568012341773;0,00460088892111451;"200"
"rf";0,686178052253086;0,364579166626805;0,00733193811149133;0,0141059379159152;"1"
"rf";0,703063796746511;0,400282122735351;0,00684054991084104;0,0135588071542183;"2"
"rf";0,705775967608328;0,405977177999544;0,00591823838371177;0,0119974586268091;"3"
"glm";0,528879947489867;0,0134078495037335;0,00126162041259757;0,00347998020591498;"none"
"lda";0,528815373035522;0,0132408238940763;0,00127142279229828;0,00322620109375397;"none"
"qda";0,520776228720528;-0,00749410338372752;0,00244210618416512;0,00699283806234493;"none"
"rpart";0,565557005483982;0,11561134735931;0,00527167414111081;0,00951389475958523;"0.0011001100110011"
"rpart";0,566009011028942;0,115896386591373;0,00628719935469849;0,0112443732058478;"0.00116886688668867"
"rpart";0,564911342244921;0,113707501725418;0,00568389409097969;0,0123582541630323;"0.00123762376237624"
"rpart";0,562102509835487;0,1051406128464;0,00612012234679372;0,0159060600195379;"0.00137513751375138"
"rpart";0,561973292130766;0,105419874560446;0,00738933649641626;0,0158202912044409;"0.00140951595159516"
"rpart";0,561973292130766;0,105419874560446;0,00738933649641626;0,0158202912044409;"0.00144389438943894"
"rpart";0,561230695287065;0,103924994002913;0,00660259574964056;0,014972279235644;"0.00147827282728273"
"rpart";0,560875535788163;0,103851210564113;0,00719221975401273;0,0150518099553428;"0.00151265126512651"
"rpart";0,558776953580505;0,0990769187425216;0,00818048466611994;0,0179178351165909;"0.00165016501650165"
"rpart";0,55900294228107;0,100544767157679;0,00824827565113219;0,0168822348047996;"0.00171892189218922"
"rpart";0,5590675229896;0,101221268893155;0,00839828945043579;0,0168897760527571;"0.00182205720572057"
"rpart";0,5590675229896;0,101221268893155;0,00839828945043579;0,0168897760527571;"0.00185643564356436"
"rpart";0,555677395407365;0,0916229419423225;0,00788610944348711;0,0136442287631654;"0.00233773377337734"
"rpart";0,555677395407365;0,0916229419423225;0,00788610944348711;0,0136442287631654;"0.00236065273193986"
"rpart";0,552384079473172;0,0915453551544601;0,00709022269709873;0,00604128268707571;"0.00295654565456546"
"rpart";0,550382449632707;0,0912742700599267;0,00433297870891897;0,00737297617214904;"0.00350660066006601"
"rpart";0,550382449632707;0,0912742700599267;0,00433297870891897;0,00737297617214904;"0.00357535753575358"
"rpart";0,550285597332465;0,0911751190596309;0,00418664777535757;0,0073007843135688;"0.00391914191419142"
"rpart";0,542472394811654;0,0359375360497324;0,00240420174510401;0,0046647947356196;"0.00644595709570957"
"rpart";0,537629779799547;0,0225603249193171;0,00629191321534818;0,0197558514342401;"0.00907590759075907"
"xgbTree";0,563490732393142;0,112576027310584;0,00194016348765399;0,00392134440012813;"0.3; 2; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,570916622652844;0,123788982529109;0,000560491176252461;0,00321835451825868;"0.3; 2; 0; 0.6; 1; 1; 100"
"xgbTree";0,566105697593296;0,117514905718999;0,00835340523598993;0,0158153143430795;"0.3; 2; 0; 0.8; 1; 0.5; 100"
"xgbTree";0,569980302446105;0,122310653578245;0,000971912082053912;0,00345503692922727;"0.3; 2; 0; 0.8; 1; 1; 100"
"xgbTree";0,56497596360565;0,114463483872394;0,00270160492648556;0,00646158827613321;"0.3; 2; 0; 1; 1; 0.5; 100"
"xgbTree";0,56943145398218;0,121053810158612;0,000771154969524682;0,00441773158386962;"0.3; 2; 0; 1; 1; 1; 100"
"xgbTree";0,585412899693201;0,162266383320703;0,005574941456602;0,0114227883285329;"0.3; 4; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,594065695204198;0,177979938330435;0,00554768340762406;0,0114360077401293;"0.3; 4; 0; 0.6; 1; 1; 100"
"xgbTree";0,588221925982353;0,167539551016894;0,0019802091693211;0,00224100238830657;"0.3; 4; 0; 0.8; 1; 0.5; 100"
"xgbTree";0,596681048163787;0,183612028510407;0,00359582012734829;0,00833961013796285;"0.3; 4; 0; 0.8; 1; 1; 100"
"xgbTree";0,591579888294012;0,175020033706233;0,00376362237044119;0,00857180030370871;"0.3; 4; 0; 1; 1; 0.5; 100"
"xgbTree";0,597229821577499;0,184971983263977;0,00344960263771352;0,00701563252342381;"0.3; 4; 0; 1; 1; 1; 100"
"xgbTree";0,596906964941231;0,187429199265199;0,000880686716533692;0,00138096631594297;"0.3; 6; 0; 0.6; 1; 0.5; 100"
