"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,555719987937767;0,103560794856884;0,00295475595001472;0,00564402589321706;"3"
"knn";0,552351549162941;0,0948513690766915;0,00248104257866412;0,00527075859744845;"5"
"knn";0,549361086839694;0,0858690178451785;0,00402443497129259;0,00645596648588398;"10"
"knn";0,551155351151992;0,0853848614946386;0,00132908984620548;0,00242008313730902;"20"
"knn";0,553138675044536;0,0863465341802454;0,00309700801753344;0,00570935873367663;"30"
"knn";0,551186741166904;0,0784193035590816;0,00269390248612697;0,00592535844141607;"50"
"knn";0,547062816265995;0,0628853807870107;0,00283528121736633;0,00713299133866721;"100"
"knn";0,551564455985473;0,0621479082435237;0,00322884440270837;0,00669532966475235;"200"
"rf";0,581313294599518;0,118817692617074;0,0016375154823741;0,0031992934545975;"1"
"rf";0,607252991473178;0,195662605966233;0,0016450314169138;0,00423643939238568;"2"
"rf";0,613013841135414;0,208675857545294;0,00605716841381383;0,0128789925188797;"3"
"glm";0,544229637004773;0,023314557644185;0,00117372461537181;0,00123617462382304;"none"
"lda";0,544135202353926;0,0231378054604103;0,00102391441776565;0,00200047687894152;"none"
"qda";0,540263212202364;0,00561865952493771;0,0027094038973026;0,005207450671283;"none"
"rpart";0,55521618682043;0,0828873990209459;0,00432110574052656;0,00644315692465607;"0.000651577503429355"
"rpart";0,55521618682043;0,0828873990209459;0,00432110574052656;0,00644315692465607;"0.00065843621399177"
"rpart";0,55521618682043;0,0828873990209459;0,00432110574052656;0,00644315692465607;"0.000663008687700046"
"rpart";0,555405070987636;0,0833759403670799;0,00415758769196354;0,00615848919385848;"0.000685871056241427"
"rpart";0,554523697760644;0,0768562679802243;0,00302783812228963;0,00420860046962117;"0.000731595793324188"
"rpart";0,553390398703613;0,0729255235501747;0,00399968689858801;0,00593061194760015;"0.000754458161865569"
"rpart";0,553044127415799;0,0731293930704562;0,0034536853604758;0,00628282665264373;"0.000788751714677641"
"rpart";0,553736684856939;0,0727421323124552;0,00323644861569546;0,0036307971482556;"0.000823045267489712"
"rpart";0,555373603672062;0,0733934475046662;0,00197393753470118;0,00333312726361868;"0.000845907636031093"
"rpart";0,555373603672062;0,0733934475046662;0,00197393753470118;0,00333312726361868;"0.000891632373113855"
"rpart";0,555593961101046;0,0738680504325423;0,0022404246538724;0,00358031144083242;"0.000960219478737997"
"rpart";0,555751345248553;0,0704131127077497;0,00249863831568099;0,00650436003777557;"0.000994513031550069"
"rpart";0,555971711596844;0,0699149411415914;0,00230862410522156;0,00671538641271278;"0.00102880658436214"
