"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,586325415966826;0,165370348996402;0,004222626525608;0,00790698294017255;"3"
"knn";0,581971393020339;0,154937519387442;0,00319641111935772;0,00622849482010916;"5"
"knn";0,578942434514789;0,147156227418759;0,00149520310996532;0,00361068167567985;"10"
"knn";0,573010550137119;0,131492800555032;0,0031398633402086;0,00617908734875593;"20"
"knn";0,573357646858825;0,129312825878629;0,00281533082897125;0,00673170282672629;"30"
"knn";0,573199827564157;0,125020790768262;0,00480605930410068;0,00922305074469861;"50"
"knn";0,567015683788934;0,106208747638018;0,0044203895366573;0,00869110690468959;"100"
"knn";0,564964785588024;0,094797244453046;0,00528384283205381;0,0104015232736665;"200"
"rf";0,621442472892934;0,213667241817936;0,00200652397365262;0,00398149515309491;"1"
"rf";0,651763760984139;0,287807554150037;0,000828447561282729;0,00180993794624541;"2"
"rf";0,659304630423243;0,30415256386462;0,00346077730257056;0,00652723006654058;"3"
"glm";0,551776295853745;0,0508681997367258;0,00205671416496944;0,00576782350772913;"none"
"lda";0,551934046456013;0,0511246535775249;0,0020636787978553;0,00562754176563314;"none"
"qda";0,532214271425413;-0,00203302985213367;0,00140803221389616;0,002624107179648;"none"
"rpart";0,572663829730298;0,114433890944802;0,0123154632216999;0,0294566440115381;"0.000773514851485148"
"rpart";0,572316765861478;0,113818627715644;0,0122670956843311;0,0294829571067646;"0.000779244591125779"
"rpart";0,572316765861478;0,113818627715644;0,0122670956843311;0,0294829571067646;"0.000802163549688302"
"rpart";0,571338663744074;0,113025560031772;0,0114554242375538;0,0284279202982112;"0.000825082508250825"
"rpart";0,571338663744074;0,113025560031772;0,0114554242375538;0,0284279202982112;"0.000859460946094609"
"rpart";0,5706445778192;0,109889844768919;0,0111536582756555;0,0281304873900428;"0.000893839383938394"
"rpart";0,570297502003877;0,108611428942748;0,0105290248068676;0,0266281624407986;"0.000962596259625963"
"rpart";0,570045102234898;0,109691389699264;0,0105137214241997;0,0265149858701051;"0.000996974697469747"
"rpart";0,569161685123717;0,107761653672516;0,0107336831791725;0,0268122644681146;"0.00103135313531353"
"rpart";0,569003922574945;0,107582676512438;0,0106933471340586;0,0255132501736812;"0.0011001100110011"
"rpart";0,569003952441205;0,107268855927514;0,0112438251059956;0,0259937182014153;"0.00130638063806381"
