"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,507576870719907;0,00829712607045698;0,00284197303718603;0,00602794200888855;"3"
"knn";0,511083800167865;0,0143973184517072;0,00427702691909744;0,00853242358444409;"5"
"knn";0,514429786136185;0,0192195382202623;0,00677599864058441;0,0138135229723302;"10"
"knn";0,516682109812599;0,0204244569321373;0,00502198584189372;0,00968637629428325;"20"
"knn";0,519352503950998;0,0229933137982808;0,00450684486135027;0,00859753878150313;"30"
"knn";0,523117057245037;0,026491459860987;0,0022159487171194;0,00450349267034352;"50"
"knn";0,525884007533945;0,0252249560378705;0,00149161917364232;0,00367771448139041;"100"
"knn";0,532222234229762;0,029783131767354;0,000800815162700798;0,00131436690951555;"200"
"rf";0,528972760936374;0,0362549028873233;0,00209092043394265;0,00528395442588313;"1"
"rf";0,526044944802787;0,0358872143409817;0,00399710026407342;0,00821524875817369;"2"
"rf";0,523277885824937;0,0305347437929821;0,0031854389604427;0,00656580464999492;"3"
"glm";0,533573511051554;0,0140748307666026;0,00162225502908251;0,00187977004476533;"none"
"lda";0,533766555033807;0,0144387198891234;0,00162224524915774;0,00188346821569129;"none"
"qda";0,529905740602102;0,00809028913738733;0,00575007885609536;0,0139605306108853;"none"
"rpart";0,517358015287752;0,0200960319563054;0,00461575743584918;0,00764740881579843;"0.000355929089740057"
"rpart";0,517390224479309;0,0206709815606036;0,00522999052937661;0,00923119720598388;"0.000367410673280059"
"rpart";0,517100652295132;0,0197336820595772;0,00524242023081458;0,00921951566649895;"0.000378892256820061"
"rpart";0,518291016691268;0,0201455744171519;0,00363572576712233;0,00402656017503287;"0.000385781206944062"
"rpart";0,517937094442741;0,0190857483026595;0,003831969112601;0,00397740645629591;"0.000390373840360063"
"rpart";0,519224067781157;0,0199448770391452;0,00670110922939088;0,00596830566838893;"0.000413337007440066"
"rpart";0,518773614225308;0,0192214262931906;0,00584650529000085;0,00448553031238485;"0.00043630017452007"
"rpart";0,518966630258977;0,0192055576132818;0,00563418534379069;0,00376139485592556;"0.000440892807936071"
"rpart";0,518258779551126;0,0179502033633911;0,00654044488317016;0,00536551084884784;"0.000447781758060072"
