"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,557065953738566;0,0987054178954809;0,0019560048909409;0,00522290329909449;"3"
"knn";0,560959452406434;0,104241053858179;0,00121155836764455;0,00231658237184899;"5"
"knn";0,559360176773962;0,0971104480171985;0,00606881222455137;0,0110340531647621;"10"
"knn";0,563949250069963;0,101976384111439;0,00407051306847927;0,00978670247270709;"20"
"knn";0,566069909376037;0,101958059427641;0,00195215960316753;0,00345608315156901;"30"
"knn";0,565791852827471;0,0970376910927165;0,00245748332377977;0,00493206321370683;"50"
"knn";0,570797838731306;0,101740026831031;0,00594673022991202;0,0127028032227791;"100"
"knn";0,571631982997948;0,0946915014862474;0,00635665252239402;0,0121712801683372;"200"
"rf";0,608969191408381;0,149568215971365;0,00104714416173526;7,71348264982232e-05;"1"
"rf";0,662993092009848;0,299553443725193;0,00434074562921965;0,00865704710852122;"2"
"rf";0,67380486659761;0,324994977455746;0,00399422623546077;0,00809767860913049;"3"
"glm";0,559499438898106;0,0182482363927514;0,00121856679973153;0,00538155052581863;"none"
"lda";0,559499431646947;0,0181601745759125;0,00104501761951404;0,00505750225612261;"none"
"qda";0,543890468263717;0,0933806736929514;0,0157342278010894;0,0141077649444163;"none"
"rpart";0,63573785446545;0,242305187604534;0,00799655536253557;0,0222184622188963;"0.00118045171952467"
"rpart";0,634555926510321;0,238334639649198;0,00861801872747141;0,0236185438449927;"0.00125914850082632"
"rpart";0,634138796367732;0,238118171906089;0,00912119493457482;0,0244234090332134;"0.00133784528212796"
"rpart";0,634486453160946;0,238727990543845;0,00970035942279066;0,0253210552753487;"0.00141654206342961"
"rpart";0,634382141620665;0,237990128072497;0,00995376393915511;0,0271140776514831;"0.00149523884473125"
"rpart";0,634903518043108;0,23706154904809;0,0098074439969302;0,0255443318308847;"0.00165263240733454"
"rpart";0,634277743066482;0,236322328538808;0,00899123410169874;0,0239744526351593;"0.00181002596993783"
"rpart";0,633339069724805;0,23413305851997;0,0104765822258366;0,0276674277816478;"0.00184937436058865"
"rpart";0,631392267819972;0,234842394737109;0,0115380406233756;0,0217995808995598;"0.00212481309514441"
"rpart";0,631322743712488;0,235627498482162;0,0115258626906421;0,0220732383106783;"0.00217727761601217"
"rpart";0,628124301214921;0,232139339074792;0,00872988890337793;0,0202583876648062;"0.00243960022035099"
"rpart";0,624821576181708;0,223614971538435;0,00764736169854923;0,0155378682069299;"0.00314787125206579"
"rpart";0,622978995177675;0,220864718713281;0,00810329124018066;0,0154249198102467;"0.00330526481466908"
"rpart";0,621901371511669;0,21917816947704;0,00627636252805641;0,012774978191072;"0.00342330998662155"
"rpart";0,619398387623699;0,213309775670256;0,00466388744053071;0,00988885307901971;"0.00377744550247895"
"rpart";0,618320763957693;0,215906029719632;0,00280050076532367;0,014373192062204;"0.00382991002334671"
"rpart";0,61446187506924;0,207435606960335;0,00408960066383022;0,0122425287237412;"0.0052726843472102"
"rpart";0,613140779255027;0,207303891620946;0,00475020102442801;0,0123738946979966;"0.00554812308176596"
"rpart";0,589430934013457;0,120300611420167;0,0272001933911989;0,105340942408382;"0.00810576847406941"
"rpart";0,575037942774408;0,0653414982131665;0,0290777972495739;0,113174794747875;"0.00870386401196191"
"svmRadial";0,584320927196181;0,10886868519788;0,00385216186563836;0,00874056236760175;"0.197050909036029; 4"
"svmRadial";0,585120505195654;0,113092762563793;0,00375663278650285;0,00723203032347602;"0.197050909036029; 8"
"svmRadial";0,58480763946006;0,112127196948495;0,00363649481936669;0,00556631598008254;"0.197050909036029; 16"
"svmRadial";NA;NA;NA;NA;"0.197050909036029; 32"
"xgbTree";0,637128285857026;0,245652335835632;0,00426084235943058;0,00879995040026746;"0.3; 2; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,640500578504675;0,251066244341443;0,000751459942193848;0,00222662545711117;"0.3; 2; 0; 0.6; 1; 1; 100"
"xgbTree";0,639005607161325;0,249087955451282;0,00510203364037698;0,0125683055585679;"0.3; 2; 0; 0.8; 1; 0.5; 100"
"xgbTree";0,642343076120385;0,253610959320722;0,00154389747701732;0,00419105407484393;"0.3; 2; 0; 0.8; 1; 1; 100"
"xgbTree";0,639109904199289;0,249750011108243;0,00312306965500715;0,0068310556233163;"0.3; 2; 0; 1; 1; 0.5; 100"
"xgbTree";0,640048519531699;0,250014808778513;0,00387035371344041;0,0084664201204427;"0.3; 2; 0; 1; 1; 1; 100"
"xgbTree";0,647870710365106;0,274102278309041;0,0013066777767107;0,00202891574496741;"0.3; 4; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,657361436271185;0,291352135361735;0,00157358497630813;0,00346922427624034;"0.3; 4; 0; 0.6; 1; 1; 100"
