"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,517019286467186;0,0273165857730205;0,00172744678374466;0,00310715480551476;"3"
"knn";0,511268059630942;0,0148675376213192;0,000838509428815828;0,00168338219744873;"5"
"knn";0,516737998376762;0,0240075736893618;0,00300443539004258;0,00610921266336432;"10"
"knn";0,517050503249347;0,0204569908597362;0,00608218900782365;0,0130823947591853;"20"
"knn";0,520738819843264;0,0247179079563051;0,00587701570205312;0,0118464610555396;"30"
"knn";0,522520503543607;0,0245930492595366;0,00253134579882035;0,0046627304642384;"50"
"knn";0,525833799636032;0,0240235168688773;0,000891838524177312;0,00248987461658694;"100"
"knn";0,529428372095368;0,0241804203098913;0,00205370939699205;0,00434976838094027;"200"
"rf";0,537211339285829;0,032718468834027;0,00224364831719976;0,00215749220179444;"1"
"rf";0,528021738205297;0,0371518331085805;0,00508449417292044;0,0111526572675986;"2"
"rf";0,526021191186217;0,0344086507842534;0,00751736613544796;0,0151584147920449;"3"
"glm";0,532804051927187;0,0037924504121612;0,00196945354600881;0,00540377632977883;"none"
"lda";0,533241605642855;0,00304363970674368;0,00207314965271826;0,0056447006977091;"none"
"qda";0,513236765590835;0,00165337028302889;0,0262629295556573;0,00319629385990658;"none"
"rpart";0,522832987900046;0,025289462765604;0,00537178037081852;0,0113015248235261;"0.000469074582858675"
"rpart";0,524145804383585;0,0263724100964094;0,0035668320720401;0,00990144401963;"0.000491411467756707"
"rpart";0,523426818964469;0,025793203909614;0,00556850242468127;0,0132134893429568;"0.000536085237552771"
"rpart";0,525302214559735;0,0271083797618697;0,00616590176637627;0,0142333261895759;"0.000558422122450803"
"rpart";0,525302214559735;0,0271083797618697;0,00616590176637627;0,0142333261895759;"0.000569590564899819"
"rpart";0,524051922497736;0,0226794659501003;0,00640857272394719;0,0158669624836586;"0.000603095892246867"
"rpart";0,527990433496794;0,0235563190707571;0,00411171599135621;0,00444192573615491;"0.000670106546940964"
"rpart";0,52852183978953;0,0244462120527627;0,00298435282287963;0,00215321816610641;"0.000703611874288012"
"rpart";0,528584349556681;0,0259141643125313;0,00301069503124896;0,00155897064113011;"0.00073711720163506"
"rpart";0,528021714758272;0,024018050943715;0,00346414275601696;0,00275097467449258;"0.00077434534313178"
"rpart";0,528021714758272;0,024018050943715;0,00346414275601696;0,00275097467449258;"0.000787375192655632"
"rpart";0,530584864336103;0,0277055632635494;0,00510619199003286;0,00335089166796904;"0.000837633183676205"
"rpart";0,530584864336103;0,0277055632635494;0,00510619199003286;0,00335089166796904;"0.000871138511023253"
"rpart";0,53192893277234;0,0262948604087539;0,00705079637230909;0,00853353599460988;"0.00100515982041145"
"rpart";0,532804242434261;0,0244093713966954;0,00594210457928781;0,00875490689950981;"0.00113918112979964"
"rpart";0,533554435842904;0,0277446750636822;0,00626851378747086;0,0107660765332871;"0.00129553932408586"
"rpart";0,533741988591381;0,0277935611330926;0,0065337080593294;0,0100797765292709;"0.00160825571265831"
"rpart";0,533366909472328;0,0228803215173143;0,00667516673938164;0,00983583442434692;"0.00167526636735241"
"rpart";0,531210099758883;0,00717173093518642;0,00408901336031578;0,0124218023579563;"0.0036185753534812"
"rpart";0,531210099758883;0,00717173093518642;0,00408901336031578;0,0124218023579563;"0.00376934932654292"
"svmRadial";0,536665416354088;0,0165893193654921;0,00185661945547854;0,000501210770812735;"0.194552641831438; 0.25"
"svmRadial";0,535867376361202;0,0201150108135194;0,00490264545670355;0,00632354635489044;"0.194552641831438; 0.5"
"svmRadial";0,534617008096375;0,0151181844921923;0,00307779671565106;0,00208736336056597;"0.194552641831438; 1"
"svmRadial";0,535305701425356;0,0166559157604159;0,00152508026700025;0,00151338771686716;"0.194552641831438; 2"
"svmRadial";0,535211927981995;0,0160329993263913;0,000464154863869655;0,00321763182685522;"0.194552641831438; 4"
"svmRadial";0,532633158289572;0,00864106116884608;0,000530462701565298;0,00168690545521898;"0.194552641831438; 8"
"svmRadial";0,533522996314011;0,0109890027842699;0,00231825376956363;0,00459107676675506;"0.194552641831438; 16"
"svmRadial";0,534883720930233;0,00690089273218512;0,000530462701565298;0,00281297400587679;"0.194552641831438; 32"
"xgbTree";0,537555075594965;0,0459567602370759;0,00191848725671894;0,00311783574276294;"0.3; 2; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,537805208451668;0,0416848049828874;0,00243965774541371;0,00505733507271344;"0.3; 2; 0; 0.6; 1; 1; 100"
"xgbTree";0,535335967137588;0,0415088211606739;0,00401400764329289;0,00891893346006263;"0.3; 2; 0; 0.8; 1; 0.5; 100"
"xgbTree";0,537430272945639;0,0409052828439599;0,00591240213066347;0,0114305874076488;"0.3; 2; 0; 0.8; 1; 1; 100"
"xgbTree";0,533710478721415;0,0395242840104677;0,00379349201407579;0,0074155687994593;"0.3; 2; 0; 1; 1; 0.5; 100"
"xgbTree";0,537430179157541;0,0411832780485788;0,0037290962125401;0,00760469732425465;"0.3; 2; 0; 1; 1; 1; 100"
"xgbTree";0,527146513538839;0,0358437603131788;0,00140741947528773;0,00228399900269069;"0.3; 4; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,537398953582746;0,0510023504602568;0,00757520450614927;0,0160871382808296;"0.3; 4; 0; 0.6; 1; 1; 100"
"xgbTree";0,533272766738332;0,0482289707437755;0,00584700314722788;0,0108196493530946;"0.3; 4; 0; 0.8; 1; 0.5; 100"
"xgbTree";0,532366612515764;0,041030179907126;0,00545705884091981;0,011861564224521;"0.3; 4; 0; 0.8; 1; 1; 100"
"xgbTree";0,527646500818829;0,0377490049991934;0,00639424817344127;0,012314801325972;"0.3; 4; 0; 1; 1; 0.5; 100"
"xgbTree";0,536117441807709;0,0501080570698862;0,00532310225383868;0,0109414757970857;"0.3; 4; 0; 1; 1; 1; 100"
"xgbTree";0,521551464401497;0,0302005889860231;0,00360081888130402;0,00627248199347441;"0.3; 6; 0; 0.6; 1; 0.5; 100"
"xgbTree";0,5323039708591;0,0467782356695348;0,000825866557658638;0,00212245195399276;"0.3; 6; 0; 0.6; 1; 1; 100"
"xgbTree";0,524114552430888;0,0358312709371272;0,00311671613629105;0,00478074029064509;"0.3; 6; 0; 0.8; 1; 0.5; 100"
"xgbTree";0,531616416176243;0,0461203563180648;0,00346931550611267;0,00841738525027012;"0.3; 6; 0; 0.8; 1; 1; 100"
"xgbTree";0,52645882696647;0,0408677742333723;0,00372119544837307;0,00692968248770891;"0.3; 6; 0; 1; 1; 0.5; 100"
"xgbTree";0,533772841944663;0,0507503484664225;0,00479419406378648;0,00854491373990177;"0.3; 6; 0; 1; 1; 1; 100"
