"method";"Accuracy";"Kappa";"AccuracySD";"KappaSD";"Parametry"
"knn";0,553823689916642;0,0959872027978456;0,00444056370302229;0,00827533359991532;"3"
"knn";0,553209402732001;0,0926037365898963;0,00182699784596972;0,00299458568390083;"5"
"knn";0,552077608268493;0,0878873045833613;0,000486044629791239;0,00147855743267974;"10"
"knn";0,555828570687926;0,0897183142146233;0,00134735667319314;0,00304191978810556;"20"
"knn";0,55660469829193;0,0877166492245263;0,00340499784052384;0,00673321398516736;"30"
"knn";0,556701751099912;0,0834537896463297;0,00158425973760763;0,00264077374112222;"50"
"knn";0,564268391403598;0,0926503660099148;0,000727599124448462;0,00161159495908087;"100"
"knn";0,563169003293007;0,0821219105930656;0,00125925259957015;0,000273878416644997;"200"
"rf";0,60265151910104;0,156301993821323;0,00218260366832772;0,00622947207327031;"1"
"rf";0,631721874657735;0,241069109974926;0,00336922824205163;0,00526154975084635;"2"
"rf";0,64261917975032;0,264892705332794;0,00177242041874621;0,0042790933507751;"3"
"glm";0,547324203895013;0,0170910051973166;0,000876135589252762;0,00203765947857997;"none"
"lda";0,548779346695704;0,0191121703404114;0,00113224795893655;0,00277330381391812;"none"
"qda";0,544219960107594;-0,00366312065931547;0,00279415333018307;0,00495447860987312;"none"
"rpart";0,593953416835386;0,159110369630503;0,0083390586604012;0,0164902431757822;"0.000970176068990298"
"rpart";0,59295096547092;0,156757376927824;0,00774035887213127;0,0151477239799388;"0.00107797340998922"
"rpart";0,59295096547092;0,156757376927824;0,00774035887213127;0,0151477239799388;"0.00108995089232243"
"rpart";0,59295096547092;0,156757376927824;0,00774035887213127;0,0151477239799388;"0.00111390585698886"
"rpart";0,590849038165267;0,148009669783717;0,00573389795579333;0,0106035150167714;"0.0011498383039885"
"rpart";0,590978290296906;0,145505818857549;0,00315079625864728;0,00903166894446229;"0.00118577075098814"
"rpart";0,591010624503263;0,14581294284891;0,0030949609333247;0,00856392224655241;"0.00122170319798778"
"rpart";0,5874859889811;0,134736677309607;0,00572469153601656;0,00983901008299222;"0.00129356809198706"
"rpart";0,5874859889811;0,134736677309607;0,00572469153601656;0,00983901008299222;"0.00131153431548688"
