"Stock_param";"Index_param";"Method";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue";"Sensitivity";"Specificity";"Pos.Pred.Value";"Neg.Pred.Value";"Precision";"Recall";"F1";"Prevalence";"Detection.Rate";"Detection.Prevalence";"Balanced.Accuracy"
"10";"10";"knn";0,591989987484355;0,144031595762575;0,584994362055677;0,598957708337991;0,700302461410096;1;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000421515239004619;0,556290238385244;0,607267853153623;0,377405265021839;0,761793554413825;0,377405265021839;0,556290238385244;0,449711633141089;0,299697538589904;0,166718815185649;0,441750104297038;0,581779045769434
"10";"10";"rf";0,710210680016688;0,402473922411183;0,703732054468664;0,716625513310409;0,628911138923655;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113556031397935;0,000000000000000000000000000000000000000000000000000000000000000000000000100496104133365;0,704749859471613;0,713432835820896;0,59201983236926;0,80373657169547;0,59201983236926;0,704749859471613;0,643484955411561;0,371088861076345;0,261524822695035;0,441750104297038;0,709091347646254
"10";"10";"glm";0,561587400917814;0,0284263782445696;0,554529484488475;0,56862663608;0,918544013350021;1;0;0,520486555697823;0,565232201657772;0,0959745012395231;0,930032695002335;0,0959745012395231;0,520486555697823;0,162065184889863;0,0814559866499791;0,0423967459324155;0,441750104297038;0,542859378677798
"10";"10";"lda";0,56122236128494;0,027342403649716;0,554163860952353;0,568262291085867;0,919639132248644;1;0;0,518494484101233;0,56495605330309;0,0943218038012041;0,930686595049042;0,0943218038012041;0,518494484101233;0,159608469836197;0,0803608677513559;0,0416666666666667;0,441750104297038;0,541725268702162
"10";"10";"qda";0,52226741760534;0,100925938417472;0,515168602119825;0,529359478947892;0,769190654985398;1;0;0,476610169491525;0,674423859014912;0,829890213670169;0,278841662774404;0,829890213670169;0,476610169491525;0,605486413160501;0,769190654985398;0,366604088443888;0,441750104297038;0,575517014253219
"10";"10";"rpart";0,643564872757614;0,25907751855495;0,636738590382855;0,650347600034038;0,662494785148102;0,999999983768847;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000492516118600889;0,626390605686032;0,652314231738035;0,478573958210365;0,774124241008874;0,478573958210365;0,626390605686032;0,542595195074617;0,337505214851898;0,211410095953275;0,441750104297038;0,639352418712034
"10";"10";"svmRadial";0,610502711722987;0,181899917000499;0,603558460870833;0,617413440986063;0,705152273675428;1;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000696243508099761;0,58860983374602;0,619656855494749;0,392869791051824;0,782718355908454;0,392869791051824;0,58860983374602;0,471221238938053;0,294847726324572;0,173550271172299;0,441750104297038;0,604133344620385
"10";"10";"xgbTree";0,690602836879433;0,364543392439647;0,684005758531907;0,697142079059235;0,612536503963287;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000143375769453676;0,0000000000000000000000000000000000000000152312432820164;0,670794078061911;0,70313298144049;0,588360288041553;0,771508640822046;0,588360288041553;0,670794078061911;0,626878812653292;0,387463496036713;0,259908218606592;0,441750104297038;0,686963529751201
"10";"10";"treebag";0,710680016687526;0,40831134086993;0,704204401628546;0,717091696899605;0,594649561952441;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000537229956558076;0,00000000000000000000815671481643361;0,688022642480381;0,726124704025257;0,631330421437847;0,773470340962167;0,631330421437847;0,688022642480381;0,65845850775671;0,405350438047559;0,278890279516062;0,441750104297038;0,707073673252819
"10";"10";"adaboost";0,68293700458907;0,3479934693138;0,676297402878351;0,689521098166914;0,617699207342511;0,000000000000000000000000000000000000000000000000000000000000000000000000000000262338711851517;0,00000000000000000000000000000000000000000000000252073871288191;0,663074614650116;0,695230054875475;0,573840160547751;0,769266697804764;0,573840160547751;0,663074614650116;0,615238577395266;0,382300792657489;0,253493950771798;0,441750104297038;0,679152334762795
