"Stock_param";"Index_param";"Method";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue";"Sensitivity";"Specificity";"Pos.Pred.Value";"Neg.Pred.Value";"Precision";"Recall";"F1";"Prevalence";"Detection.Rate";"Detection.Prevalence";"Balanced.Accuracy"
"10";"10";"knn";0,550082333568572;0,0945803057231227;0,54336431529064;0,556786649736699;0,550693954363679;0,573926683339444;0,0000109681053925143;0,521884816753927;0,573088423750534;0,499348762649033;0,594997339010112;0,499348762649033;0,521884816753927;0,510368132712099;0,449306045636321;0,234486003293343;0,469583627381793;0,54748662025223
"10";"10";"rf";0,606916019760056;0,203706320118314;0,60031187918557;0,613490906492554;0,604516584333098;0,23941734148138;0,00000000000000000000000000000000000000000000000000000000000000000188200304805895;0,596716630977873;0,613588606117208;0,502554854223024;0,699308142629058;0,502554854223024;0,596716630977873;0,545602871594061;0,395483415666902;0,235991531404375;0,469583627381793;0,60515261854754
"10";"10";"glm";0,530134086097389;0,0168009483345347;0,523397213134691;0,536862714747594;0,863373323923783;1;0;0,49896694214876;0,535066208925944;0,145175834084761;0,870941990420436;0,145175834084761;0,49896694214876;0,224912689173457;0,136626676076217;0,0681721947776994;0,469583627381793;0,517016575537352
"10";"10";"lda";0,530087038343919;0,0166494981527346;0,52335013366292;0,536815711584323;0,863796753705011;1;0;0,498791018998273;0,535021786492375;0,144674882276325;0,871296789072202;0,144674882276325;0,498791018998273;0,224293258776017;0,136203246294989;0,0679369560103505;0,469583627381793;0,516906402745324
"10";"10";"qda";0,53206304398965;0,00783036049310424;0,525327523005402;0,538789792912681;0,966360856269113;1;0;0,524475524475524;0,532327166504382;0,0375713856327021;0,969842114599964;0,0375713856327021;0,524475524475524;0,0701196709050112;0,0336391437308868;0,0176429075511644;0,469583627381793;0,528401345489953
"10";"10";"rpart";0,537285344624794;0,0538967185488705;0,530553989215521;0,544006499180258;0,679604798870854;1;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000336433251602191;0,51071953010279;0,549809622706819;0,348462077948101;0,704452723079652;0,348462077948101;0,51071953010279;0,414269549163242;0,320395201129146;0,163632086567866;0,469583627381793;0,530264576404805
"10";"10";"xgbTree";0,58560338743825;0,159874478504941;0,578945943817892;0,592237409612852;0,610868031051517;0,999999999999976;0,0000000000000000000000000000000000000000000000000000000000000000000000000432104324102383;0,570910409865796;0,59496303142329;0,473098887886985;0,685204896221394;0,473098887886985;0,570910409865796;0,517422748191979;0,389131968948483;0,222159491884263;0,469583627381793;0,582936720644543
"10";"10";"treebag";0,594119030816278;0,181380318552977;0,587481335803407;0,600730974086338;0,568854387203011;0,0000000000000468156685030443;0,00000000000000000155844998633179;0,573876036665212;0,609461582995617;0,526901112113015;0,653627816214298;0,526901112113015;0,573876036665212;0,549386262731784;0,431145612796989;0,24742413549753;0,469583627381793;0,591668809830414
"10";"10";"adaboost";0,583815572806399;0,161436732789907;0,577154242607338;0,590453970780107;0,560715125852741;0,00000000000549803327775457;0,00000000000811185003851705;0,560779693691764;0,601862728645746;0,524596733794209;0,636242682277807;0,524596733794209;0,560779693691764;0,54208510197743;0,439284874147259;0,246342037167725;0,469583627381793;0,581321211168755
"10";"10";"Srednia";0,585274053163961;0,140520495710541;0,578615886848841;0,591908888153206;0,530416372618208;0;0;0,2850415790001;0,85107326592159;0,628868258178603;0,573486342717112;0,628868258178603;0,2850415790001;0,392278524646674;0,469583627381793;0,133850858621501;0,212844036697248;0,568057422460845
"10";"10";"Srednia wazona";0,58757939308398;0,146113501383523;0,580926349695843;0,594208474303883;0,530416372618208;0;0;0,295561566977257;0,846106084796878;0,629669156883671;0,575678937839469;0,629669156883671;0,295561566977257;0,402291013227874;0,469583627381793;0,138790872735827;0,220418725005881;0,570833825887067
"10";"10";"Majority vote";0,560432839331922;0,078457388474776;0,553728876897497;0,567120267666815;0,530416372618208;0;0;0,161607053401463;0,913517828632251;0,623261205564142;0,551722290673381;0,623261205564142;0,161607053401463;0,256663219030949;0,469583627381793;0,075888026346742;0,121759585979769;0,537562441016857
"10";"10";"Mediana";0,579157845212891;0,125927017742135;0,572486810213428;0,585807222514738;0,530416372618208;0;0;0,259993988578299;0,861717225474543;0,624699085219066;0,568095433015613;0,624699085219066;0,259993988578299;0,36717368234878;0,469583627381793;0,122088920254058;0,195436367913432;0,560855607026421
"10";"10";"Regula maksimum";0,531357327687603;0,002186253129316;0,524621300405124;0,538084775987873;0,530416372618208;0,394398787888936;0;0,00250475904218;0,999556501685294;0,833333333333348;0,53093050647821;0,833333333333333;0,00250475904218;0,004994506043352;0,469583627381793;0,001176193836744;0,001411432604093;0,501030630363737
"10";"10";"Regula minimum";0,535356386732534;0,105211000705663;0,528623406666061;0,542079693699113;0,530416372618208;0,075448025281468;0;0,875062618976054;0,234610608479688;0,503023671024593;0,679599177800617;0,503023671024593;0,875062618976054;0,638823873610298;0,469583627381793;0,410915078804987;0,816890143495648;0,554836613727871
"10";"10";"GLM stacking";0,610679840037638;0,210699397472173;0,604086463700952;0,617242932448478;0,530416372618208;0;0;0,499649333734095;0,708976405889658;0,603168843734882;0,615461615461615;0,603168843734882;0,499649333734095;0,546550495917584;0,469583627381793;0,234627146553752;0,388990825688073;0,604312869811876
"10";"10";"XGBTREE stacking";0,609597741707833;0,206595036644251;0,603001228687477;0,616164266954155;0,530416372618208;0;0;0,477707644524597;0,726361539826149;0,607156500700369;0,61102820474556;0,607156500700369;0,477707644524597;0,534708982841763;0,469583627381793;0,224323688543872;0,369466007998118;0,602034592175373
"20";"20";"knn";0,575941905974442;0,148338046880159;0,569256933884328;0,582606053216517;0,533880322535012;0,0000000000000000000000000000000000438704610503953;0,486446494301269;0,548507840161861;0,599894011658718;0,544815112540193;0,603465126610395;0,544815112540193;0,548507840161861;0,546655240207693;0,466119677464988;0,255670297543264;0,469279011647098;0,574200925910289
"20";"20";"rf";0,645258641014759;0,281977691595539;0,638776306021898;0,651701136949883;0,596784080728061;0,00000000000000000000000000000000000000000000000698650230141722;0,000000000000000000000000000000000000000000000000000000000131231650849559;0,642030171909718;0,6474399494311;0,551647909967846;0,728031985784096;0,551647909967846;0,642030171909718;0,593417283683727;0,403215919271939;0,258876785966898;0,469279011647098;0,644735060670409
"20";"20";"glm";0,53468194464092;0,0309710685022939;0,527940773118668;0,541413606062336;0,822417126420522;1;0;0,511152416356877;0,539762628289662;0,19342845659164;0,836428254109285;0,19342845659164;0,511152416356877;0,280653156436798;0,177582873579478;0,0907719149337483;0,469279011647098;0,52545752232327
"20";"20";"lda";0,534823407365492;0,0312598209264521;0,528082349085911;0,541554916753015;0,822464280662046;1;0;0,511553784860558;0,539846347895883;0,193528938906752;0,836605952909818;0,193528938906752;0,511553784860558;0,28081942115623;0,177535719337954;0,0908190691752723;0,469279011647098;0,525700066378221
"20";"20";"qda";0,523553543641251;-0,00318362482509007;0,516805161295236;0,53029546743277;0,907954920545103;1;0;0,461065573770492;0,52988834069073;0,0904340836012862;0,906530430919591;0,0904340836012862;0,461065573770492;0,151209677419355;0,092045079454897;0,0424388173716226;0,469279011647098;0,495476957230611
"20";"20";"rpart";0,555712736360636;0,0932379473791954;0,54899437546795;0,562415820049143;0,663224407035413;1;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000388473427599561;0,537104452534304;0,565161749022396;0,385450160771704;0,706263882718792;0,385450160771704;0,537104452534304;0,448812448812449;0,336775592964587;0,18088367048616;0,469279011647098;0,55113310077835
"20";"20";"xgbTree";0,595888150139105;0,180659637012327;0,589247271968115;0,602502732917926;0,610411656528505;0,999992718816268;0,0000000000000000000000000000000000000000000000000000000000000000000000000227545217908594;0,583635923505205;0,603707995365006;0,484525723472669;0,694358063083074;0,484525723472669;0,583635923505205;0,529482815416712;0,389588343471495;0,227377752628849;0,469279011647098;0,593671959435105
"20";"20";"treebag";0,623143301739992;0,239991270899133;0,616581054771088;0,629671777137516;0,567406988258594;0,000000000000000000000000000000000000000000000000000000000000263611962489214;0,00000000000000000357776739799088;0,606823632003488;0,635585473281808;0,559385048231511;0,679520213238561;0,559385048231511;0,606823632003488;0,582139495974067;0,432593011741406;0,262507662564248;0,469279011647098;0,621204552642648
"20";"20";"adaboost";0,608148252935352;0,209769152281898;0,601540082980321;0,614726764682976;0,567218371292498;0,000000000000000000000000000000000714335780004609;0,0000000000000000225832389566941;0,589453039877969;0,622412503117466;0,543609324758842;0,665215459795646;0,543609324758842;0,589453039877969;0,565603763721903;0,432781628707502;0,255104446644976;0,469279011647098;0,605932771497718
"20";"20";"Srednia";0,611260432875937;0,200194287765133;0,604661254776449;0,617829099087596;0,530720988352902;0;0;0,376507234726688;0,818836072856508;0,64759764949879;0,597626613060113;0,64759764949879;0,376507234726688;0,476172321768967;0,469279011647098;0,176686942990522;0,272834441458009;0,597671653791598
"20";"20";"Srednia wazona";0,614514075541095;0,207743224084278;0,607924598820849;0,621072147869576;0,530720988352902;0;0;0,389067524115756;0,813860506441582;0,64890229596112;0,601049868766404;0,64890229596112;0,389067524115756;0,486462717507381;0,469279011647098;0,182581223181025;0,281369359173858;0,601464015278668
